segment_id,n_pixels,centroid_row,centroid_col,centroid_x,centroid_y,mean_B2,mean_B3,mean_B4,mean_B8,mean_NDVI,mean_B11,mean_NDBI
1810,992,1028.3689,2851.135,199181.34375,3370996.25,217.01009,386.7127,283.14517,2341.3467,0.78671217,1816.1094,-0.11549523
1811,1067,1032.7357,762.31305,178293.125,3370952.75,559.6832,753.9794,759.08905,1934.523,0.41992006,1780.061,-0.010684384
1812,1549,1036.5707,1323.0104,183900.109375,3370914.25,718.41736,1001.6643,986.03357,2197.6943,0.38541588,1789.7389,-0.086917914
1813,1428,1032.5133,1832.5883,188995.875,3370954.75,614.73425,805.257,886.25946,1981.5094,0.3849792,1798.5314,-0.04001256
1814,1176,1032.2474,2317.5833,193845.828125,3370957.5,492.81506,732.21387,734.338,2313.9255,0.52006316,1806.9019,-0.119016
1815,1305,1033.4513,3319.6614,203866.609375,3370945.5,271.91647,412.0567,333.99924,2290.9434,0.7558284,1824.1993,-0.10669315
1816,1348,1032.7515,3359.0022,204260.03125,3370952.5,314.2715,484.1417,442.75223,2238.7634,0.680694,1824.878,-0.09639699
1817,1038,1030.7042,2792.9739,198599.734375,3370973.0,296.7341,461.0212,408.02792,2137.0771,0.68322,1815.1066,-0.07260322
1818,1125,1029.3236,3828.1484,208951.484375,3370986.75,480.74045,650.6693,741.06934,2061.3467,0.47917786,1832.9752,-0.04762637
1819,1121,1032.0446,577.9295,176449.296875,3370959.5,401.1677,560.3225,493.51337,2004.5223,0.5784024,1776.8789,-0.016460408
1820,1655,1039.3951,1507.6108,185746.109375,3370886.0,497.20786,686.5039,676.38306,2110.1653,0.5242766,1792.9261,-0.074644215
1821,1435,1041.0885,1620.731,186877.3125,3370869.0,460.76236,686.24005,658.7791,2303.6826,0.5540661,1794.8793,-0.11584813
1822,1203,1036.1654,2026.463,190934.625,3370918.25,498.825,726.59064,752.3163,2286.6555,0.5094945,1801.8792,-0.11142951
1823,1077,1033.3807,2910.1672,199771.671875,3370946.25,310.82635,481.94522,429.41226,2112.8933,0.6755183,1817.1307,-0.06373519
1824,1116,1036.9713,3088.2383,201552.375,3370910.25,422.78583,604.1344,612.0412,2208.293,0.5919939,1820.2062,-0.086874194
1825,1263,1036.278,3246.2954,203132.953125,3370917.25,274.886,423.05225,311.16586,2539.6567,0.77929693,1822.9342,-0.1325842
1826,1242,1037.1827,3283.8816,203508.8125,3370908.25,252.93478,385.94928,304.69806,2313.355,0.7697913,1823.5835,-0.11167401
1827,1350,1039.063,3426.2495,204932.5,3370889.25,422.77594,584.317,621.61707,2087.0996,0.5669702,1826.0419,-0.06138386
1828,1566,1039.385,4075.712,211427.125,3370886.25,263.6788,393.98596,387.71457,1982.4464,0.6657903,1837.2537,-0.029498132
1829,1535,1039.3055,432.09445,174990.9375,3370887.0,368.39935,536.2371,460.97623,2399.3281,0.67873883,1774.3662,-0.12030713
1830,965,1033.1897,2682.3523,197493.53125,3370948.0,465.76373,650.0197,641.8798,2095.8508,0.57094735,1813.1984,-0.06774201
1831,1435,1042.3394,230.16585,172971.65625,3370856.5,767.23486,955.3652,1005.0864,1282.2585,0.069752984,1770.8834,0.22413813
1832,1457,1036.6129,391.3658,174583.65625,3370913.75,415.50342,591.7876,499.57996,2326.7605,0.6343166,1773.662,-0.10061299
1833,1037,1036.3519,675.08295,177420.828125,3370916.5,548.162,739.9383,744.63696,1959.9253,0.4400026,1778.5576,-0.010947422
1834,1418,1038.9069,1464.2511,185312.515625,3370891.0,694.28705,900.58075,958.6065,1907.4055,0.33271882,1792.1776,-0.006039147
1835,1390,1039.7676,3616.2502,206832.5,3370882.25,235.13525,375.55322,285.54388,2213.656,0.76961136,1829.322,-0.08468298
1836,1176,1038.7551,3004.4778,200714.78125,3370892.5,297.5425,453.78146,412.73895,2191.3843,0.69070935,1818.7612,-0.08507946
1837,1166,1040.2427,3120.5044,201875.046875,3370877.5,387.73584,557.02057,514.4185,2174.391,0.63827044,1820.7648,-0.07547924
1838,1122,1040.2495,3858.3618,209253.625,3370877.5,422.24243,595.9697,618.00446,2211.7656,0.57355857,1833.5018,-0.08329723
1839,1312,1042.0975,498.55106,175655.515625,3370859.0,307.76068,449.29193,331.1795,2485.2097,0.7602678,1775.5144,-0.14892592
1840,1592,1042.9359,3572.514,206395.140625,3370850.75,214.14886,359.5226,245.77072,2419.3506,0.8133101,1828.5686,-0.124208204
1841,1357,1041.5955,4187.4272,212544.28125,3370864.0,276.13266,405.95285,387.80176,2230.8718,0.69796145,1839.1832,-0.079112105
1842,1241,1041.6317,536.65674,176036.5625,3370863.75,324.08218,464.96536,364.4835,2322.2788,0.72521365,1776.1716,-0.11428449
1843,1066,1041.8228,731.9925,177989.921875,3370861.75,539.4841,723.4925,696.8602,1975.6904,0.45365876,1779.5425,-0.0053685512
1844,1178,1038.7488,1869.9092,189369.09375,3370892.5,511.24194,702.14557,728.0552,2075.731,0.48628336,1799.1785,-0.05867098
1845,1275,1039.9263,2476.1372,195431.375,3370880.75,773.4788,1022.11176,1228.0181,2184.8926,0.29025403,1809.6422,-0.09199369
1846,1024,1037.9629,3916.1963,209831.96875,3370900.25,419.44727,605.0625,638.2803,2158.1182,0.5519225,1834.4991,-0.07130765
1847,1180,1040.7915,2088.1152,191551.15625,3370872.0,506.30423,713.8106,696.8356,2370.8496,0.55417615,1802.9456,-0.12762952
1848,1207,1043.9677,2354.324,194213.234375,3370840.25,619.72534,852.7444,976.8786,2337.1367,0.41639853,1807.5417,-0.12469708
1849,1272,1042.9543,2394.1707,194611.703125,3370850.5,542.3074,801.17847,870.78143,2475.89,0.4833269,1808.229,-0.15278298
1850,1085,1041.9613,3156.294,202232.9375,3370860.5,493.85806,687.824,657.6599,2402.7788,0.56710654,1821.3833,-0.1147436
1851,1065,1042.9916,3973.8281,210408.28125,3370850.0,373.8188,549.3343,566.2789,2132.8892,0.5859809,1835.4965,-0.07195523
1852,1446,1044.8762,1763.1396,188301.390625,3370831.25,506.0498,739.10925,696.9485,2413.2825,0.5535693,1797.3389,-0.13946876
1853,1217,1045.272,3054.6106,201216.109375,3370827.25,558.75433,754.94165,827.7839,2180.696,0.47772017,1819.6296,-0.08176189
1854,1420,1046.4873,1081.5803,181485.796875,3370815.25,523.2419,757.0838,741.1803,2261.9578,0.51833653,1785.5775,-0.106225885
1855,1004,1044.234,2764.7659,198317.65625,3370837.75,527.42035,713.011,746.0976,2002.6016,0.48994398,1814.6262,-0.044006813
1856,1159,1046.3676,2121.3262,191883.265625,3370816.25,588.2282,782.8667,822.07983,2169.027,0.4553138,1803.5215,-0.08357197
1857,943,1044.0,2881.2642,199482.640625,3370840.0,415.3383,595.7646,584.46765,2080.6099,0.5831987,1816.637,-0.055743553
1858,1027,1044.8744,2941.591,200085.90625,3370831.25,493.49658,678.0107,723.5803,2032.4976,0.4975114,1817.6786,-0.04692572
1859,1043,1042.7948,851.4372,179184.375,3370852.0,453.8485,648.8821,637.0383,2193.7622,0.55233616,1781.6041,-0.095844425
1860,1188,1051.8594,1926.0968,189930.96875,3370761.5,518.5429,706.492,757.0787,2016.6823,0.45896238,1800.1547,-0.048573665
1861,1299,1051.0046,2166.9622,192339.625,3370770.0,537.766,769.4092,765.7802,2398.2515,0.5125514,1804.3114,-0.13289534
1862,1425,1051.734,3685.508,207525.078125,3370762.75,252.9565,381.54526,287.53262,2210.4941,0.7662945,1830.5232,-0.07948016
1863,1266,1047.5087,3797.6406,208646.40625,3370805.0,419.2804,602.04504,502.92813,2893.2512,0.6984878,1832.4569,-0.18977791
1864,1112,1051.5513,3942.2024,210092.03125,3370764.5,513.3228,695.2374,788.777,2110.4028,0.4643233,1834.9543,-0.0665716
1865,1052,1047.6892,640.7918,177077.921875,3370803.0,390.106,553.8793,481.27472,2217.5684,0.63476926,1777.9717,-0.08316374
1866,1178,1048.455,1990.2827,190572.828125,3370795.5,343.10187,527.4376,426.66766,2244.8047,0.6833622,1801.2609,-0.10359694
1867,930,1047.7344,2714.0334,197810.328125,3370802.75,356.09033,509.39893,483.1656,2067.598,0.62732846,1813.7522,-0.054937817
1868,974,1046.2833,2823.237,198902.375,3370817.25,331.28644,495.1879,463.7156,2106.5903,0.6508066,1815.6365,-0.06640873
1869,1300,1053.7346,903.74695,179707.46875,3370742.75,358.86884,561.14,475.23654,2368.6143,0.6707903,1782.5125,-0.1359488
1870,1610,1057.1298,1229.5553,182965.546875,3370708.75,615.5699,878.477,893.9056,2106.3584,0.4077284,1788.1365,-0.06298857
1871,1051,1050.6879,2656.3254,197233.25,3370773.0,511.5176,698.9924,717.10846,2027.3701,0.51994455,1812.7576,-0.050021492
1872,1320,1053.2008,943.6477,180106.46875,3370748.0,301.20984,481.49774,390.48636,2150.2183,0.6935957,1783.2007,-0.082091115
1873,1182,1053.4882,3217.533,202845.328125,3370745.0,348.13242,524.9238,441.10406,2487.0093,0.6964993,1822.4458,-0.13774589
1874,1670,1055.8287,1275.885,183428.84375,3370721.75,632.1249,910.74493,907.26166,2271.8796,0.42883053,1788.9353,-0.10727357
1875,1188,1052.8224,2229.665,192966.65625,3370751.75,605.7079,831.96423,924.9945,2224.8687,0.41480485,1805.3945,-0.10037735
1876,1087,1055.2631,2293.5576,193605.578125,3370727.25,604.552,862.95215,929.2493,2367.5457,0.4436476,1806.4984,-0.12983572
1877,1449,1055.3457,4147.597,212145.96875,3370726.5,269.42307,404.39062,401.48102,2020.0214,0.67321056,1838.502,-0.041742675
1878,1124,1051.3959,789.8497,178568.5,3370766.0,539.94574,735.7945,756.0009,2141.79,0.48211312,1780.5458,-0.08394396
1879,1434,1054.9666,1581.7134,186487.140625,3370730.25,449.01535,654.1147,648.42535,2291.408,0.55061185,1794.2128,-0.10893265
1880,1412,1055.7238,1692.3491,187593.5,3370722.75,582.6696,788.84735,827.5464,2102.8782,0.44181186,1796.1226,-0.070062354
1881,1297,1058.1165,3183.1812,202501.8125,3370698.75,496.96222,692.8011,628.46954,2504.9153,0.5994726,1821.8551,-0.14511229
1882,1139,1054.6146,604.94293,176719.421875,3370733.75,775.4399,1019.691,1106.4373,2246.0957,0.43873715,1777.3567,-0.10285807
1883,1345,1058.0037,1391.6245,184586.25,3370700.0,658.98846,910.0223,950.4368,2282.2178,0.41800863,1790.9338,-0.1146153
1884,1293,1055.0719,2515.2598,195822.59375,3370729.25,411.20804,582.54333,560.34955,2190.3909,0.63600224,1810.3248,-0.08520589
1885,1688,1058.2477,3490.4722,205574.71875,3370697.5,272.63626,420.8116,365.86966,2259.4697,0.723031,1827.1595,-0.09031869
1886,1317,1057.6371,3734.9324,208019.328125,3370703.75,188.26347,319.53455,229.86864,2212.3872,0.81120074,1831.3792,-0.08734799
1887,1424,1058.5773,980.3476,180473.46875,3370694.25,426.6113,599.60254,550.69385,2034.1499,0.584465,1783.8367,-0.05463677
1888,1633,1061.2603,1656.4476,187234.46875,3370667.5,489.31015,718.6754,738.8031,2221.6265,0.5016187,1795.5056,-0.09774568
1889,972,1053.4362,3886.5596,209535.59375,3370745.75,323.01544,494.85803,472.5216,2215.716,0.6509698,1833.9948,-0.08636882
1890,1537,1062.4144,297.66623,173646.65625,3370655.75,934.9876,1170.2882,1214.482,2104.7925,0.2626177,1772.0586,-0.03316386
1891,1522,1057.3561,1151.8687,182188.6875,3370706.5,634.21155,896.1406,990.06146,1983.2007,0.3318653,1786.796,-0.03549222
1892,1331,1060.7904,4004.099,210711.0,3370672.0,452.07812,653.64465,691.4102,2355.145,0.5464323,1836.0272,-0.11066344
1893,1064,1057.8458,700.8665,177678.671875,3370701.5,353.1264,512.0555,417.44785,2215.8237,0.65963596,1779.0135,-0.07347585
1894,1147,1057.8718,822.28076,178892.8125,3370701.25,447.59024,631.7062,601.5135,2126.455,0.5602624,1781.1086,-0.07951179
1895,1464,1061.4098,1015.5212,180825.21875,3370666.0,518.44775,721.81696,716.7251,2145.209,0.50299263,1784.4451,-0.08201595
1896,1038,1057.1619,2616.9124,196839.125,3370708.5,225.17342,380.45184,299.1262,2240.8496,0.7658877,1812.0804,-0.09862424
1897,1053,1055.811,2972.285,200392.84375,3370722.0,548.0133,727.5736,825.13293,1919.1453,0.4197371,1818.2136,-0.018098522
1898,1245,1060.812,4042.934,211099.34375,3370672.0,315.19196,487.73654,486.83453,2124.8667,0.62630004,1836.6976,-0.061124474
1899,1724,1066.8364,333.87296,174008.734375,3370611.75,583.3359,770.2581,787.0452,1907.3898,0.40570462,1772.6855,0.0053462726
1900,1454,1064.478,1353.804,184208.03125,3370635.25,542.2448,803.58044,758.7665,2286.8142,0.4957264,1790.2844,-0.11423427
1901,1233,1059.6577,2058.7485,191257.484375,3370683.5,481.68774,691.1261,682.81146,2201.8264,0.52975523,1802.448,-0.091707245
1902,1138,1063.9332,3026.3303,200933.296875,3370640.75,740.79,976.5633,1120.7583,2349.696,0.35851556,1819.1504,-0.12240688
1903,1456,1063.8118,1429.8682,184968.6875,3370642.0,628.42206,852.74036,880.17755,2133.239,0.4291329,1791.5967,-0.0780294
1904,1605,1068.2411,370.0511,174370.515625,3370597.5,355.695,516.45325,459.4137,2103.0957,0.64343274,1773.3105,-0.061643895
1905,1212,1063.316,564.1361,176311.359375,3370646.75,239.9274,369.76816,260.32343,2277.5818,0.7892717,1776.657,-0.10489248
1906,1213,1062.5103,2583.4443,196504.4375,3370655.0,194.42044,352.01648,241.44847,2338.933,0.8121369,1811.5052,-0.12173087
1907,1556,1062.2886,3393.254,204602.53125,3370657.0,205.85411,337.08163,219.83932,2302.2153,0.8244086,1825.4833,-0.1121437
1908,1415,1066.5435,255.34416,173223.4375,3370614.5,565.9569,755.08905,631.1894,2071.9038,0.40729505,1771.3304,0.027037537
1909,1240,1064.8911,1890.7,189577.0,3370631.0,416.69717,579.23145,556.6593,1980.0275,0.57493365,1799.5503,-0.038568463
1910,1238,1066.2181,2260.697,193276.96875,3370617.75,599.04724,824.84534,944.82916,2349.193,0.4405934,1805.9366,-0.12631503
1911,1434,1067.0411,3638.8752,207058.75,3370609.5,549.7936,675.12134,630.1757,1847.7399,0.46632698,1829.7253,0.03803987
1912,1342,1068.0574,3769.1252,208361.25,3370599.5,318.19598,494.25485,352.90237,2803.053,0.7717257,1831.9742,-0.17382857
1913,1333,1066.814,1052.8867,181198.875,3370611.75,491.39124,720.1913,721.57654,2219.633,0.5133619,1785.0927,-0.09904245
1914,1582,1066.7054,1803.4463,188704.46875,3370613.0,541.9437,790.7636,758.037,2476.8801,0.5323893,1798.0453,-0.15232477
1915,1397,1068.0615,2548.871,196158.71875,3370599.5,199.63672,341.99643,254.24553,2211.5186,0.7932394,1810.9113,-0.092369415
1916,1028,1062.7617,2854.4038,199214.03125,3370652.5,765.7724,995.49316,1110.8269,2145.3452,0.34519807,1816.1823,-0.078189775
1917,1551,1068.0013,3448.2688,205152.6875,3370600.0,192.68762,315.16214,214.87685,2119.7844,0.8177287,1826.4355,-0.070690826
1918,1543,1067.0609,469.28128,175362.8125,3370609.5,575.76733,783.35156,822.7019,2157.167,0.5187521,1775.0222,-0.08425856
1919,1162,1064.1205,1956.667,190236.671875,3370638.75,583.361,783.679,825.22546,2131.3364,0.44188875,1800.6884,-0.07351924
1920,1270,1066.822,2448.7827,195157.828125,3370611.75,1008.71063,1269.6035,1529.972,2165.9524,0.18272784,1809.1831,-0.08818623
1921,1437,1066.9575,3350.0579,204170.578125,3370610.5,210.48712,348.1684,228.28601,2352.2207,0.8219309,1824.7397,-0.12236727
1922,1422,1064.3368,3533.495,206004.953125,3370636.75,452.692,649.173,600.0471,2600.7554,0.6217721,1827.905,-0.15732206
1923,1216,1068.5625,865.48517,179324.84375,3370594.5,368.8458,554.9309,509.07935,2233.6316,0.63143635,1781.8597,-0.10607551
1924,1371,1068.7433,1848.1707,189151.703125,3370592.5,576.9621,789.2513,822.4223,2103.8174,0.43979934,1798.8181,-0.07037215
1925,1236,1069.1869,2411.835,194788.34375,3370588.25,973.4725,1251.4579,1478.4377,2306.798,0.23114324,1808.5466,-0.118153214
1926,920,1064.4532,2689.3977,197563.96875,3370635.5,311.19238,461.24567,417.10327,2165.563,0.6694949,1813.335,-0.07493551
1927,1241,1066.597,3834.4375,209014.375,3370614.0,239.31023,378.946,329.10074,2047.4352,0.72737575,1833.1011,-0.038876068
1928,1515,1069.4132,4106.938,211739.375,3370585.75,244.55775,382.33994,357.94324,2015.5142,0.69667757,1837.8064,-0.04258574
1929,1466,1068.9331,1189.7101,182567.09375,3370590.75,638.63367,897.22955,964.78375,2033.5958,0.36133564,1787.4548,-0.047691874
1930,1557,1070.7515,1543.5594,186105.59375,3370572.5,542.5822,761.1008,787.54816,2177.3857,0.46922272,1793.5623,-0.08978034
1931,1147,1067.5039,2327.7246,193947.25,3370605.0,684.04663,939.60724,1143.2542,2278.9307,0.3351008,1807.0941,-0.11384558
1932,1020,1067.3412,2735.9607,198029.609375,3370606.5,354.05588,524.1108,490.6,2401.853,0.6677823,1814.1401,-0.13212942
1933,1369,1069.0051,3309.165,203761.65625,3370590.0,212.36961,337.08545,219.30022,2358.3032,0.8284297,1824.0349,-0.11863459
1934,1573,1076.4857,205.91545,172729.15625,3370515.25,846.4584,1078.4291,1107.0953,2395.5554,0.39636403,1770.4828,-0.12878893
1935,1435,1071.4244,412.96863,174799.6875,3370565.75,232.23135,373.64774,300.91638,2068.1167,0.746084,1774.0527,-0.059559897
1936,1022,1067.0529,2793.499,198604.984375,3370609.5,497.72308,702.16534,724.0157,2205.6301,0.5215877,1815.133,-0.08933744
1937,1325,1070.3336,3269.2075,203362.078125,3370576.75,215.7,340.88,221.17584,2393.9724,0.8289968,1823.3458,-0.12170969
1938,1507,1072.2163,1111.2648,181782.640625,3370557.75,498.639,717.2916,759.1453,2220.7422,0.4945674,1786.1028,-0.10073633
1939,1439,1070.8339,1726.2266,187932.265625,3370571.75,481.57715,715.85406,675.5702,2393.416,0.56001925,1796.7147,-0.13500933
1940,1260,1070.9388,2196.6453,192636.453125,3370570.5,741.21826,1001.2468,1114.8921,2385.3489,0.3785027,1804.8334,-0.1343788
1941,1125,1070.8196,755.51465,178225.140625,3370571.75,346.2871,495.96356,421.57867,2215.5483,0.683852,1779.9633,-0.08844334
1942,1215,1071.3721,3138.7095,202057.09375,3370566.25,555.7407,776.84033,755.4403,2565.7185,0.54804707,1821.0938,-0.15850686
1943,1100,1070.9172,668.6118,177356.125,3370570.75,243.455,387.71274,275.98047,2425.4954,0.7924424,1778.4637,-0.13672231
1944,1001,1070.8032,2896.6792,199636.796875,3370572.0,639.8951,877.5814,1025.5695,2258.117,0.3803421,1816.9158,-0.10291693
1945,1096,1072.0748,2927.1223,199941.21875,3370559.25,636.78375,890.1323,1042.2838,2338.0256,0.38577038,1817.4419,-0.12261368
1946,1330,1071.2346,3096.5242,201635.25,3370567.75,523.15186,772.3571,725.5594,2672.3796,0.57420486,1820.3655,-0.1790559
1947,1587,1076.0164,3593.138,206601.375,3370519.75,217.81537,360.6213,245.75992,2406.5225,0.81292576,1828.9401,-0.11028099
1948,1441,1074.9354,517.5746,175845.75,3370530.75,213.69812,341.68842,239.88966,2239.0222,0.8047128,1775.8595,-0.1037687
1949,1507,1075.3026,1315.1991,183821.984375,3370527.0,491.28568,761.83844,691.81055,2433.4314,0.54713684,1789.6237,-0.14075944
1950,1354,1073.0591,1470.9055,185379.0625,3370549.5,823.18427,1099.6337,1155.0421,2143.6633,0.31315765,1792.3096,-0.06616552
1951,1203,1071.6351,2023.7299,190907.296875,3370563.75,487.91064,690.7565,689.46594,2178.4817,0.518888,1801.8495,-0.08406369
1952,1145,1074.1091,2136.0671,192030.671875,3370539.0,548.25806,776.3345,796.1485,2341.3245,0.4889455,1803.7894,-0.12128138
1953,1437,1074.4586,4195.3457,212623.453125,3370535.5,277.02646,423.7105,387.92346,2012.8176,0.6686913,1839.335,-0.03370703
1954,1287,1075.8158,2368.299,194352.984375,3370521.75,923.17053,1206.9142,1401.2471,2403.613,0.28260836,1807.7985,-0.13920154
1955,1148,1074.2056,2484.6533,195516.53125,3370538.0,780.5723,1008.0723,1125.088,2118.7588,0.36112705,1809.8058,-0.07351109
1956,1101,1076.1035,3908.2317,209752.3125,3370519.0,394.69754,521.1544,542.20166,1890.089,0.56100965,1834.3793,0.003483572
1957,1354,1078.3427,2095.6514,191626.515625,3370496.5,501.7474,700.1444,717.7655,2172.8206,0.5092725,1803.094,-0.08263446
1958,1117,1079.6848,2995.4958,200624.953125,3370483.25,664.5461,903.7001,1026.8558,2498.2104,0.42102537,1818.6257,-0.15297118
1959,1349,1083.083,3705.5085,207725.09375,3370449.25,239.81245,375.29282,266.20905,2356.295,0.79538226,1830.883,-0.1097371
1960,1074,1079.5177,726.2691,177932.6875,3370484.75,219.39014,362.49255,249.13966,2292.6926,0.7930199,1779.463,-0.10647192
1961,959,1078.4025,2641.7737,197087.734375,3370496.0,561.9604,758.1783,768.54846,2183.6152,0.52093965,1812.5198,-0.08396072
1962,1098,1078.7577,631.75684,176987.5625,3370492.5,267.96902,414.0419,292.17487,2489.1484,0.78867656,1777.8318,-0.15169609
1963,1337,1078.8721,1507.1017,185741.015625,3370491.25,695.53625,964.0606,994.66046,2164.319,0.36906376,1792.9371,-0.07296759
1964,1217,1082.4076,3235.9482,203029.484375,3370456.0,214.06409,338.19473,215.97206,2340.0017,0.8287464,1822.7773,-0.109185524
1965,1127,1077.8678,3969.6602,210366.59375,3370501.25,592.95386,797.7515,903.7959,2257.3726,0.43665254,1835.4406,-0.09714748
1966,1473,1080.5865,1619.2084,186862.078125,3370474.25,520.15375,754.5034,810.0241,2222.0286,0.46803576,1794.8726,-0.10004459
1967,927,1077.1122,2765.2935,198322.9375,3370509.0,447.99893,660.06366,635.68933,2449.9062,0.59385246,1814.651,-0.14185764
1968,1402,1083.3374,4070.206,211372.0625,3370446.75,323.70328,486.5756,506.85593,2001.3495,0.5962974,1837.1787,-0.03725622
1969,899,1076.9243,2822.228,198892.28125,3370510.75,648.297,884.31366,965.2992,2412.4783,0.44286752,1815.6337,-0.13063806
1970,1285,1081.9269,3058.2554,201252.5625,3370460.75,637.9969,878.1642,925.04517,2478.547,0.45596752,1819.71,-0.1435305
1971,1221,1082.3383,3870.7544,209377.546875,3370456.5,267.63882,414.87143,383.1081,2061.7576,0.69356775,1833.7352,-0.0462429
1972,1159,1084.6074,921.1898,179881.90625,3370434.0,315.47842,495.40637,405.78903,2287.3179,0.69990027,1782.8291,-0.11300088
1973,1333,1081.5424,1763.8965,188308.96875,3370464.5,539.3867,784.404,781.2175,2346.5867,0.49947214,1797.3701,-0.12732199
1974,1422,1089.6195,3668.0105,207350.109375,3370383.75,585.27496,729.8896,698.8678,1884.7567,0.440644,1830.2388,0.025510103
1975,1278,1086.1095,3803.8608,208708.609375,3370419.0,229.39749,374.29657,283.4773,2222.982,0.77261853,1832.5823,-0.08892239
1976,1216,1087.1481,591.70886,176587.09375,3370408.5,362.92847,522.51807,476.08963,2254.7837,0.6798885,1777.145,-0.09679033
1977,1123,1082.4595,1989.6403,190566.40625,3370455.5,542.6033,776.4835,821.61755,2153.5872,0.45256767,1801.2665,-0.08308069
1978,1054,1084.1366,784.7628,178517.625,3370438.75,307.6831,456.67743,371.0503,2172.8093,0.7073199,1780.4747,-0.07699573
1979,1488,1092.5531,1251.6553,183186.546875,3370354.5,545.379,772.66833,818.9358,2244.901,0.47002357,1788.5358,-0.10836453
1980,1160,1088.3112,2962.081,200290.8125,3370397.0,631.0819,876.8371,982.9267,2439.3828,0.42641163,1818.053,-0.14368902
1981,1474,1092.1493,3554.4546,206214.546875,3370358.5,405.79105,592.09296,593.3752,2247.9668,0.5934153,1828.2798,-0.0966796
1982,1740,1093.9155,170.23334,172372.328125,3370340.75,633.9828,832.327,882.8431,2166.2253,0.440196,1769.8761,-0.08626185
1983,1563,1095.881,442.1318,175091.3125,3370321.25,281.95874,423.82278,344.04605,2216.5183,0.7279387,1774.5686,-0.091277465
1984,1020,1089.2794,2671.9666,197389.671875,3370387.25,222.92255,367.35,258.35,2349.1323,0.7995528,1813.0461,-0.11886892
1985,912,1088.6294,2872.5208,199395.203125,3370393.75,581.2379,830.648,866.4408,2554.9023,0.49987707,1816.5073,-0.1562042
1986,1032,1086.8624,3937.9197,210049.1875,3370411.5,438.6841,613.374,680.05133,2092.9602,0.51900226,1834.8967,-0.055155594
1987,1357,1088.8629,4155.9375,212229.375,3370391.25,232.85631,380.2358,307.6271,2270.1445,0.76068884,1838.6613,-0.096727364
1988,1310,1089.1053,1916.9313,189839.3125,3370389.0,505.2687,696.4229,706.8618,2105.886,0.50622857,1800.0149,-0.06946388
1989,1571,1095.699,3417.9248,204849.25,3370323.0,200.67537,325.5799,209.42139,2296.6377,0.8338844,1825.9248,-0.110841535
1990,1297,1090.9221,955.6916,180226.921875,3370370.75,248.69737,396.76138,291.16653,2129.1797,0.75368327,1783.4277,-0.075828426
1991,1065,1090.8197,2706.862,197738.625,3370371.75,226.3399,379.0845,265.46384,2361.231,0.79722196,1813.6492,-0.12569377
1992,1271,1091.4067,3199.5469,202665.46875,3370366.0,243.78049,382.1023,267.5295,2344.8953,0.796117,1822.1533,-0.11477549
1993,1168,1093.1173,888.8065,179558.0625,3370348.75,442.69092,627.9859,550.2239,2237.6597,0.6269163,1782.2747,-0.09992919
1994,1541,1096.8677,1079.1272,181461.265625,3370311.25,408.43445,606.2969,555.35077,2248.5493,0.6022305,1785.5607,-0.10451815
1995,1245,1092.5831,2165.2417,192322.421875,3370354.25,816.3398,1058.8792,1267.9651,2211.195,0.28607485,1804.302,-0.09666075
1996,1218,1089.628,2229.4968,192964.96875,3370383.75,974.8571,1237.8683,1503.5698,2223.708,0.20528248,1805.4095,-0.101855524
1997,1161,1089.1404,2294.3247,193613.25,3370388.5,961.7037,1239.3053,1523.4366,2273.5164,0.20540027,1806.5282,-0.112343535
1998,1281,1092.6823,4023.3762,210903.765625,3370353.25,402.87198,585.4325,637.9157,2243.4675,0.5692887,1836.3746,-0.09036856
1999,1099,1091.3348,2609.9536,196769.53125,3370366.75,485.83438,675.55096,671.5232,2091.4846,0.5499498,1811.9768,-0.061487667
2000,1340,1097.2612,3163.9365,202309.359375,3370307.5,379.08133,582.0478,482.20523,2427.2747,0.6765751,1821.5414,-0.13299008
2001,1588,1096.5385,3507.502,205745.015625,3370314.5,455.60138,655.3073,638.3602,2506.4438,0.5990546,1827.4714,-0.14083861
2002,1450,1097.3925,279.43036,173464.296875,3370306.0,266.89447,415.01517,338.87656,2118.0151,0.7213528,1771.7621,-0.07392348
2003,1295,1096.0764,551.8348,176188.34375,3370319.25,244.24402,379.97607,274.74286,2424.9329,0.7954422,1776.4615,-0.13967921
2004,1156,1089.757,821.3538,178883.53125,3370382.5,343.64447,506.97147,417.35034,2247.4282,0.68319553,1781.109,-0.094515406
2005,1377,1094.9237,1143.305,182103.046875,3370330.75,581.44806,831.21533,873.88745,2263.804,0.43946004,1786.6672,-0.11071928
2006,1396,1092.947,1582.644,186496.4375,3370350.5,635.7761,894.0129,943.4871,2257.371,0.41277176,1794.2478,-0.11238461
2007,1355,1098.3306,1286.7107,183537.109375,3370296.75,625.69226,862.6111,913.2159,2223.2285,0.41667604,1789.1436,-0.10153774
2008,1382,1097.9167,1827.851,188948.515625,3370300.75,499.4667,704.46454,673.106,2185.8354,0.527974,1798.4819,-0.08686662
2009,1428,1100.6394,236.10574,173031.0625,3370273.5,301.2871,452.2115,328.96918,2437.4026,0.7594259,1771.0162,-0.14101246
2010,1164,1096.0378,694.75,177617.5,3370319.5,204.56873,349.06873,220.09021,2559.1357,0.8399289,1778.9276,-0.1705231
2011,1501,1094.01,1394.2285,184612.28125,3370340.0,468.59494,729.6446,653.96405,2377.5566,0.5699979,1790.9968,-0.13567673
