segment_id,n_pixels,centroid_row,centroid_col,centroid_x,centroid_y,mean_B2,mean_B3,mean_B4,mean_B8,mean_NDVI,mean_B11,mean_NDBI
52,1630,182.57545,3505.8564,205728.5625,3379454.25,428.5991,617.0638,588.7319,2509.136,0.61218524,1815.4629,-0.13982451
53,1380,181.38333,3005.7876,200727.875,3379466.25,400.30942,572.0507,508.12753,2462.2139,0.6689839,1805.2101,-0.13612254
54,1370,184.07956,3191.2256,202582.25,3379439.25,349.8989,514.3306,525.66095,2133.7815,0.6076902,1809.0133,-0.071556635
55,1649,187.30685,3340.1394,204071.390625,3379407.0,446.29138,664.68494,580.07794,2877.2002,0.6584975,1812.0681,-0.21020736
56,1199,189.0342,2594.5596,196615.59375,3379389.75,713.94995,989.82733,1051.6439,2135.2444,0.3213971,1796.7842,-0.058057617
57,1388,184.31845,3426.4646,204934.640625,3379436.75,454.66354,652.64264,597.85376,2391.9712,0.5920223,1813.8362,-0.11405661
58,1363,189.9215,3226.4563,202934.5625,3379380.75,404.63647,609.6599,653.47906,2556.016,0.6014368,1809.7389,-0.14990717
59,1502,192.1984,3263.8135,203308.140625,3379358.0,323.93176,523.0416,465.18842,2633.2227,0.70759904,1810.506,-0.16219778
60,1275,190.13255,2636.1404,197031.40625,3379378.75,636.2369,897.92,915.45807,2121.4941,0.38908947,1797.6372,-0.055440404
61,1194,189.67505,3150.52,202175.203125,3379383.25,474.39365,689.3233,736.77344,2510.273,0.5586555,1808.1819,-0.15206026
62,1193,190.13914,3079.0671,201460.671875,3379378.5,521.22546,726.13074,730.13367,2326.1462,0.5308994,1806.7173,-0.107793495
63,1300,198.31,2857.8655,199248.65625,3379297.0,251.48308,482.17462,378.15768,2396.1653,0.72579724,1802.1873,-0.12573828
64,1405,201.1388,2452.6492,195196.5,3379268.5,930.29785,1185.7053,1247.0569,2168.7646,0.30497417,1793.8821,-0.082094945
65,1165,200.88841,2670.5854,197375.859375,3379271.0,368.297,617.7554,584.1399,2310.1484,0.6041214,1798.3495,-0.112226084
66,1549,201.61201,2785.843,198528.4375,3379264.0,481.42026,767.81665,802.73724,2436.3596,0.52110034,1800.7126,-0.14181595
67,1463,204.81886,2560.7463,196277.46875,3379231.75,570.7471,838.76416,897.42175,2255.812,0.43241584,1796.1001,-0.101089306
68,1223,205.53557,2710.9631,197779.625,3379224.75,432.6991,742.1439,719.6321,2707.875,0.5826689,1799.1798,-0.18962048
69,1249,202.65492,3039.7966,201067.96875,3379253.5,316.731,497.7766,491.1369,2091.0994,0.6435475,1805.9193,-0.06070626
70,1643,202.69081,3465.6768,205326.765625,3379253.0,426.55417,590.10406,566.3013,1869.2556,0.5223904,1814.6504,0.0035333817
71,1328,208.90663,2892.9578,199599.578125,3379191.0,292.5753,552.1845,473.0369,2591.7908,0.6953713,1802.9126,-0.16590147
72,1267,203.14917,2966.0781,200330.78125,3379248.5,354.8366,526.9475,437.8753,2276.6702,0.6803933,1804.4083,-0.104457356
73,1108,205.49458,3109.416,201764.15625,3379225.0,381.91156,575.92914,573.75635,2498.1824,0.6371129,1807.3481,-0.14651833
74,1499,207.08339,2413.5244,194805.25,3379209.25,1054.4089,1277.7599,1309.6324,1734.3469,0.14747055,1793.0835,0.04582049
75,1408,210.29048,2521.4048,195884.046875,3379177.0,400.1328,638.517,624.89276,2218.0688,0.57032806,1795.2968,-0.094770834
76,1504,212.36104,3378.6296,204456.296875,3379156.5,404.8195,598.10004,617.1762,2357.3564,0.5908641,1812.8712,-0.104962066
77,1317,214.87851,2930.3394,199973.390625,3379131.25,352.3827,583.94037,444.73575,2832.3647,0.7285369,1803.6824,-0.20509073
78,1285,215.74942,2485.7659,195527.65625,3379122.5,417.18832,658.56573,676.4864,2166.3735,0.5323254,1794.5693,-0.08326102
79,1372,215.56778,3303.8142,203708.140625,3379124.25,327.0317,494.71503,390.8225,2277.6191,0.7002496,1811.3392,-0.09302896
80,1307,215.23566,3419.371,204863.71875,3379127.75,397.95486,561.0275,501.4036,2118.316,0.60079277,1813.708,-0.037646625
81,1407,217.17342,3515.4868,205824.875,3379108.25,296.2303,476.83154,425.6926,2630.358,0.7192734,1815.6797,-0.16682228
82,1241,219.99194,3172.992,202399.921875,3379080.0,448.64746,667.6942,656.96375,2624.278,0.6074761,1808.6597,-0.1721765
83,1243,218.8206,2609.0964,196760.96875,3379091.75,439.88336,769.83264,728.0837,2803.6912,0.5883062,1797.0992,-0.20841196
84,1310,218.98473,2745.6733,198126.734375,3379090.25,376.629,627.0969,613.90686,2351.168,0.5886653,1799.899,-0.120717034
85,1257,216.69849,3003.2236,200702.234375,3379113.0,306.74622,457.85522,349.66986,2363.8142,0.74079627,1805.1775,-0.11825747
86,1330,220.37218,2824.8496,198918.5,3379076.25,416.5985,663.04285,734.7737,2262.0527,0.5418026,1801.523,-0.10690208
87,1082,222.08688,3138.9094,202059.09375,3379059.25,426.55453,646.12616,710.40894,2587.7847,0.5816593,1807.9622,-0.16990696
88,1258,224.49762,3206.2815,202732.8125,3379035.0,407.81915,595.0449,550.66614,2582.0508,0.6491348,1809.3447,-0.1624898
89,1318,229.044,2379.802,194468.015625,3378989.5,1064.2086,1323.9712,1415.8391,1843.8187,0.108561136,1792.4049,0.026577232
90,1243,225.61142,3073.6243,201406.25,3379024.0,247.47868,386.54385,327.38818,1920.9968,0.7108316,1806.6259,-0.017065162
91,1282,227.99689,3241.2114,203082.109375,3379000.0,441.14,647.1794,684.383,2403.4219,0.57170236,1810.0627,-0.11881994
92,1223,227.29845,2647.202,197142.015625,3379007.0,355.33606,624.08093,600.71216,2576.4333,0.6213922,1797.8853,-0.16656773
93,1398,227.7196,3338.9944,204059.9375,3379002.75,355.49142,550.3512,480.79147,2656.6528,0.68450296,1812.0673,-0.15207052
94,1260,234.96745,3273.5413,203405.40625,3378930.25,349.92776,555.50476,523.6627,2699.1155,0.680327,1810.7295,-0.18055269
95,1180,233.78813,2685.4194,197524.1875,3378942.0,288.85507,520.97205,477.02795,2341.1821,0.6633494,1798.6724,-0.11743748
96,1384,237.56213,3483.591,205505.90625,3378904.5,290.5726,454.16473,380.0325,2444.7568,0.7292127,1815.0371,-0.12761812
97,1336,240.0449,2581.1438,196481.4375,3378879.5,414.32187,677.1287,666.9349,2449.0254,0.57456034,1796.5385,-0.14358921
98,1201,237.95837,2773.3271,198403.265625,3378900.5,330.0,554.58704,535.24146,2178.1814,0.613378,1800.4768,-0.08581437
99,1340,241.64627,3445.353,205123.53125,3378863.5,347.228,535.3403,468.54514,2591.4507,0.6901495,1814.2555,-0.15646051
100,1341,240.91722,2541.314,196083.140625,3378870.75,499.0276,731.1812,772.5369,2070.8464,0.4786223,1795.7225,-0.06303877
101,1425,238.74667,2859.5383,199265.375,3378892.5,403.66174,647.29895,708.626,2231.094,0.5471765,1802.2445,-0.100579605
102,1184,237.0093,2969.7356,200367.359375,3378910.0,426.54013,611.75635,468.87628,2720.6677,0.70093584,1804.5026,-0.18068644
103,1071,233.29504,2335.732,194027.3125,3378947.0,1508.1643,1773.4958,1954.4501,2236.8787,0.07184102,1791.504,-0.10771752
104,1178,236.44142,3038.6545,201056.546875,3378915.5,321.05942,483.92825,402.4847,2285.9277,0.6999584,1805.915,-0.09691851
105,1355,242.46274,2300.9004,193679.0,3378855.25,784.4775,1027.0239,1108.7665,1974.8207,0.28980085,1790.7953,-0.036658447
106,1469,240.69095,2454.7312,195217.3125,3378873.0,247.0565,466.3397,354.73178,2181.1592,0.7188598,1793.9475,-0.09062498
107,1153,239.56721,3107.9487,201749.484375,3378884.25,316.39896,482.88986,450.3521,2232.4138,0.66490483,1807.3374,-0.086591505
108,1203,246.8246,2804.3325,198713.328125,3378811.75,407.97922,658.3957,662.8005,2386.8462,0.58343047,1801.1174,-0.12915482
109,1180,244.14067,2716.8533,197838.53125,3378838.5,270.03305,498.54745,474.69916,2199.5295,0.64699346,1799.3226,-0.09133387
110,1371,245.4741,2416.2546,194832.546875,3378825.25,469.40555,714.24,651.9511,2130.334,0.5450248,1793.1616,-0.07863612
111,1315,244.99467,2897.3416,199643.421875,3378830.0,262.78024,494.94067,426.59924,2319.7778,0.6956501,1803.0231,-0.1154028
112,1241,247.61322,3407.8171,204748.171875,3378803.75,459.274,672.3759,751.85175,2268.5178,0.5148153,1813.4893,-0.062300757
113,1409,249.99077,2497.4336,195644.34375,3378780.0,382.1462,614.06104,626.85876,2118.821,0.5567049,1794.8282,-0.078177616
114,1265,249.79842,3370.0837,204370.84375,3378782.0,401.01187,613.9095,675.7289,2386.076,0.5682358,1812.7169,-0.082623266
115,1200,249.38,2936.5674,200035.671875,3378786.25,264.96875,418.12833,311.825,2156.6526,0.74730945,1803.8296,-0.081372716
116,1236,252.78964,2624.673,196916.734375,3378752.0,263.85275,467.79773,400.43204,2175.2322,0.6950251,1797.4381,-0.087887704
117,1370,253.29416,3523.4219,205904.21875,3378747.0,290.4281,467.0427,382.55182,2560.3508,0.7390016,1815.8624,-0.14875604
118,1146,251.37608,3002.9424,200699.421875,3378766.25,342.48386,505.8835,384.28754,2484.7273,0.72289777,1805.1914,-0.13427961
119,1286,254.72629,3148.588,202155.875,3378732.75,425.37753,622.77954,623.888,2520.7578,0.60686046,1808.1791,-0.15139669
120,1349,256.28836,3304.8296,203718.296875,3378717.0,410.63232,647.2661,587.0982,2946.5896,0.6668814,1811.3828,-0.21246314
121,1037,257.01254,2349.0425,194160.421875,3378709.75,720.60944,963.37415,994.3819,1574.8813,0.18826239,1791.7905,0.106914654
122,1290,257.63876,3187.0232,202540.234375,3378703.5,355.39572,524.17053,476.55386,2322.9507,0.66399807,1808.9686,-0.10394572
123,1144,261.63898,2261.188,193281.875,3378663.5,763.2496,1004.7089,1017.39557,1412.649,0.12137355,1789.9924,0.15429473
124,1312,261.46494,3224.1562,202911.5625,3378665.25,325.88568,491.05374,458.22598,2265.8442,0.67307454,1809.7319,-0.09245578
125,1302,262.38403,2667.0845,197340.84375,3378656.25,206.0,386.4017,322.12213,2196.1145,0.74539,1798.313,-0.092927404
126,1266,262.93207,2746.09,198130.90625,3378650.75,280.95813,502.95813,489.0316,2221.041,0.65285677,1799.9327,-0.096942306
127,1370,266.82626,2832.043,198990.4375,3378611.75,354.76715,591.03796,583.22266,2342.7014,0.6168081,1801.6969,-0.11962212
128,1253,262.19794,3074.2363,201412.359375,3378658.0,282.07062,435.10016,349.4174,2208.7183,0.7265909,1806.659,-0.08222079
129,1190,265.01428,2382.511,194495.109375,3378629.75,496.64957,751.9916,767.9269,2156.2102,0.47989428,1792.4812,-0.08468215
130,1243,267.1947,3338.3,204053.0,3378608.0,306.4847,501.86566,459.98795,2638.7004,0.70855534,1812.0751,-0.15413532
131,1317,270.07593,3263.0662,203300.65625,3378579.25,392.9108,607.664,699.2445,2348.5088,0.55467016,1810.5344,-0.11519411
132,1223,273.88553,2522.3801,195893.796875,3378541.25,388.9305,644.78253,584.6868,2374.014,0.6164896,1795.3534,-0.1323048
133,1210,272.662,2560.5356,196275.359375,3378553.5,452.0628,710.6165,707.14215,2300.762,0.5438261,1796.1348,-0.115038835
134,1184,273.9257,2597.8462,196648.46875,3378540.75,450.212,704.1385,763.5093,2259.6614,0.51073205,1796.9003,-0.1086711
135,1047,267.94937,3038.2188,201052.1875,3378600.5,336.2068,506.00668,391.79895,2491.7463,0.72724557,1805.924,-0.15225121
136,1119,273.79984,3460.8008,205278.0,3378542.0,353.85388,564.5599,689.2413,2409.0774,0.57938343,1814.5901,-0.12099073
137,1249,272.30664,2967.104,200341.03125,3378557.0,256.10968,410.44836,311.8719,2147.962,0.7431046,1804.4686,-0.07575099
138,1120,271.025,3110.4187,201774.1875,3378569.75,283.4348,424.87054,373.39197,1944.208,0.6818832,1807.4058,-0.013754664
139,1150,274.76175,3491.4956,205584.953125,3378532.5,283.5087,455.56738,440.07825,2320.1658,0.6856503,1815.22,-0.11036176
140,1299,275.39877,2224.666,192916.65625,3378526.0,520.3071,730.24097,723.0724,1804.1001,0.3958238,1789.2518,0.027814899
141,1169,278.53976,2321.4353,193884.359375,3378494.5,786.4205,1038.2498,1098.1527,1825.7477,0.2239782,1791.2372,0.026972247
142,1207,275.92957,2437.7192,195047.1875,3378520.75,289.15823,529.35876,434.4598,2357.8525,0.6881851,1793.6191,-0.13034074
143,1428,277.45728,2874.1926,199411.921875,3378505.5,435.22128,692.979,708.549,2453.5476,0.5649546,1802.567,-0.14343975
144,1165,275.60257,2916.3562,199833.5625,3378524.0,242.99957,435.55493,367.14594,2004.4382,0.70435685,1803.4302,-0.044084333
145,1052,276.8964,2289.386,193563.859375,3378511.0,1158.6364,1414.1877,1504.9796,1797.9796,0.057068378,1790.5793,0.04550363
146,1344,277.41293,2705.5469,197725.46875,3378505.75,221.43973,409.85938,338.5119,2119.3862,0.72369677,1799.11,-0.075071104
147,1377,280.24545,2472.1802,195391.796875,3378477.5,459.01453,724.0574,760.069,2263.5469,0.51325446,1794.328,-0.11135361
148,1394,278.25897,2782.4592,198494.59375,3378497.5,232.93974,414.7848,329.03873,2270.3186,0.74539137,1800.687,-0.104329996
149,1034,276.56094,3393.1934,204601.9375,3378514.5,359.5092,571.4338,755.5106,2202.0527,0.52145576,1813.2057,-0.07933544
150,1231,275.27863,2099.2542,191662.546875,3378527.25,770.9858,1030.4476,1087.0922,1864.4484,0.23998135,1786.6812,0.011979028
151,1259,283.35822,3430.244,204972.4375,3378446.5,440.6946,675.40546,919.6541,2419.8784,0.45992467,1813.969,-0.13102616
152,1186,275.3853,2181.9797,192489.796875,3378526.25,564.6324,803.8895,867.7462,2075.3474,0.37148738,1788.3768,-0.01831494
153,1100,284.1591,3542.8628,206098.625,3378438.5,363.12726,570.98315,544.12366,2457.594,0.63519907,1816.2782,-0.12520951
154,1333,279.8222,2055.2603,191222.59375,3378481.75,1057.2693,1321.7021,1422.9565,1875.2137,0.13378592,1785.7821,0.0028020672
155,1188,277.5707,2139.2524,192062.53125,3378504.25,555.82324,765.13214,775.0631,1698.8308,0.35748306,1787.5024,0.055159792
156,1216,286.21463,2639.7886,197067.890625,3378417.75,275.25986,483.56085,459.76315,2135.9875,0.6572982,1797.7671,-0.0802707
157,1034,282.1586,3008.059,200750.59375,3378458.5,330.99033,487.6112,368.14313,2377.7422,0.7295366,1805.3137,-0.12611091
158,1211,289.22626,2405.0925,194720.921875,3378387.75,308.4616,533.74896,443.2205,2309.5078,0.6784791,1792.9581,-0.11923606
159,1122,288.15598,3169.8752,202368.75,3378398.5,403.47238,592.09314,667.5281,2102.7078,0.5244187,1808.6343,-0.062611915
160,1053,289.038,3136.8472,202038.46875,3378389.5,427.17807,612.09973,653.37085,2146.8818,0.5436083,1807.9576,-0.067336604
161,1209,290.6799,3292.0232,203590.234375,3378373.25,463.21298,707.7436,831.1071,2350.7896,0.4929202,1811.1396,-0.11144285
162,1045,289.11865,2353.203,194202.03125,3378388.75,554.52155,838.24976,891.6239,2094.7244,0.4055866,1791.8944,-0.0722117
163,1226,293.87927,3364.3125,204313.125,3378341.25,287.08197,483.45227,443.72635,2564.5073,0.70455176,1812.6233,-0.12126099
164,1300,297.3446,3202.3447,202693.453125,3378306.5,313.43576,459.5696,452.325,2067.9443,0.64450884,1809.305,-0.04951543
165,1210,298.58762,2943.9082,200109.078125,3378294.0,306.59503,476.15952,430.6781,2010.8046,0.6599626,1804.008,-0.041409306
166,1140,294.93246,3237.2913,203042.90625,3378330.75,317.72412,476.825,446.0627,2266.679,0.6797962,1810.02,-0.083287776
167,1129,297.57486,3510.434,205774.34375,3378304.25,263.5155,432.4052,340.3884,2349.8547,0.74024475,1815.6208,-0.10065257
168,1049,294.80075,3053.6416,201206.421875,3378332.0,324.0391,489.98428,417.3284,2213.981,0.68780416,1806.2554,-0.09375559
169,1294,301.90417,2809.8516,198768.515625,3378261.0,223.18857,394.88254,295.13754,2359.6646,0.77658063,1801.262,-0.1265255
170,1245,302.33414,2500.294,195672.9375,3378256.75,330.93655,564.26746,509.8008,2233.8152,0.63721585,1794.917,-0.103623025
171,1185,298.4017,3088.7166,201557.171875,3378296.0,299.48102,444.08566,353.54938,2265.872,0.7293124,1806.9763,-0.09967872
172,1263,301.28503,3326.1172,203931.171875,3378267.25,329.58987,527.46954,656.8785,2164.4937,0.54835725,1811.8445,-0.068137266
173,1136,296.69894,2261.374,193283.734375,3378313.0,631.48065,861.58624,905.8583,1945.9762,0.37920478,1790.0166,-0.033755124
174,1246,299.96228,2674.0378,197410.375,3378280.5,201.07945,363.4326,274.0883,2104.068,0.76945585,1798.477,-0.07360989
175,1310,297.18015,2744.4893,198114.890625,3378308.25,223.7687,402.60153,316.89694,2263.3176,0.75234383,1799.9196,-0.1000792
176,1154,300.21664,2844.1108,199111.109375,3378277.75,200.34142,361.42722,276.1196,2206.6768,0.7756917,1801.9633,-0.09029823
177,1113,303.0135,2199.2192,192662.1875,3378249.75,532.50854,723.5759,765.9766,1850.7224,0.41992372,1788.7463,-0.010217319
178,1048,302.55344,2986.317,200533.171875,3378254.5,320.5749,478.76956,392.0148,2044.396,0.67330724,1804.8796,-0.04860734
179,1144,304.0743,2084.2195,191512.1875,3378239.25,490.94318,753.6337,806.8086,2143.1687,0.4551306,1786.3899,-0.082308166
180,1132,303.84982,2159.5212,192265.21875,3378241.5,562.4558,763.8878,812.9841,1907.4135,0.4068796,1787.9331,-0.015545995
181,1099,304.8717,2612.1038,196791.03125,3378231.25,323.2848,551.27295,582.06006,2130.0083,0.61415356,1797.2103,-0.07674653
182,1172,305.41895,2540.25,196072.5,3378225.75,358.6519,619.16296,588.3157,2349.8694,0.60376936,1795.7378,-0.12508705
183,1098,304.33972,2574.4617,196414.625,3378236.5,408.74863,671.93445,696.9508,2297.276,0.5547467,1796.4385,-0.113223426
184,1185,305.56287,2904.3257,199713.25,3378224.25,404.04895,642.7106,630.55023,2253.4294,0.5767037,1803.2007,-0.09963589
185,1474,316.44302,2013.6255,190806.25,3378115.5,659.7849,944.7951,988.9898,2174.6147,0.377443,1784.9502,-0.08734984
186,1234,308.74472,2120.4214,191874.21875,3378192.5,539.7958,735.9822,742.77716,1715.9976,0.3846518,1787.1346,0.042917017
187,1106,309.81464,2375.2007,194422.0,3378181.75,487.28482,716.4964,724.06964,2034.5642,0.48864087,1792.3573,-0.055082563
188,965,305.1575,3402.4146,204694.140625,3378228.5,251.59741,429.00882,444.1912,2195.7312,0.67460465,1813.4108,-0.08148069
189,1080,311.53333,3026.099,200931.0,3378164.75,259.7486,407.48798,321.1361,2088.3306,0.7325993,1805.7002,-0.06534178
190,1065,312.8094,3569.171,206361.71875,3378152.0,261.83286,430.13147,394.23895,1878.7174,0.64617246,1816.8335,0.02374551
191,1161,309.41776,2302.6323,193696.328125,3378185.75,438.76917,657.7838,668.65717,2074.1584,0.5282045,1790.8696,-0.0563313
192,1215,312.35638,2048.1343,191151.34375,3378156.5,539.4395,809.78845,869.1432,2188.9004,0.43172583,1785.6552,-0.092012174
193,1117,311.94092,2233.2937,193002.9375,3378160.5,624.6885,827.10114,900.9373,1852.5049,0.35679758,1789.45,-0.0071547977
194,1361,310.975,3464.679,205316.78125,3378170.25,446.00992,704.47095,867.60876,2520.4746,0.5056797,1814.6904,-0.14122863
195,1209,311.20926,2437.1292,195041.296875,3378168.0,273.56412,501.06204,385.39786,2432.379,0.72615093,1793.6274,-0.14443776
196,1080,315.10648,3120.4138,201874.140625,3378129.0,365.76944,532.9551,478.69952,2278.5212,0.66033196,1807.6355,-0.10077648
197,1201,316.63947,3263.687,203306.875,3378113.5,495.68277,722.7544,858.0658,2306.2957,0.47079036,1810.5734,-0.09151665
198,1234,313.2666,2709.137,197761.375,3378147.25,239.29012,422.79822,315.79904,2402.5972,0.7669892,1799.2041,-0.1370239
199,1279,319.3198,2776.7327,198437.328125,3378086.75,213.28539,379.92572,291.8796,2243.534,0.76810145,1800.5931,-0.09832167
200,1188,319.8426,2872.633,199396.328125,3378081.5,206.85185,376.06903,299.1793,2219.3762,0.7595877,1802.5591,-0.09608046
201,1260,321.20953,2337.8523,194048.53125,3378068.0,558.75397,826.75793,880.8349,2228.0857,0.4358907,1791.5984,-0.10144066
202,1006,317.4642,3537.688,206046.875,3378105.25,304.9811,497.93738,405.92743,2504.326,0.7153679,1816.1907,-0.13562526
203,1292,322.48917,2470.5967,195375.96875,3378055.0,292.60138,494.1989,429.19504,2070.3652,0.6578612,1794.32,-0.066320874
204,1221,320.4439,3159.8435,202268.4375,3378075.5,412.36078,586.67975,585.92096,2165.4624,0.574408,1808.4468,-0.072989844
205,1161,323.33765,3429.0,204960.0,3378046.5,389.06287,605.86993,720.4875,2196.6416,0.5254938,1813.9658,-0.058709215
