class_id,class_name,area_2016_ha,area_2024_ha,change_ha,pct_2016,pct_2024
1,Built-up,7747.66,15770.0,8022.34,7.777400780584957,15.83053596954755
2,Dense Veg,56538.99,42796.340000000004,-13742.65,56.75602503975201,42.960621416295915
3,Mixed Veg/Crop,30760.8,36178.81,5418.01,30.878880840333434,36.31768884213231
4,Bare/Open,4235.36,4268.27,32.910000000000004,4.251618187950724,4.284654518880198
5,Water,334.79,604.1800000000001,269.39,0.3360751513788728,0.6064992531440228
